"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add Flow
10%",44.1179,-4.40614807141772
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Add Flow
10%",224.4786,60.010397427639
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",247.6667,-5.66624419027669
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",154.9,-1.4202711426727
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",220.4333,11.0993665657593
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",183.9667,4.80157550252301
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",252.9333,-0.0922377559617552
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",171.8,1.43579743888241
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",59,-13.8983050847458
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",256,-30.8984375
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",249.2333,-2.23348966610803
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",252.9333,-0.0922377559617552
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",1377.9978,1.42808645993483
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",187.6871,4.72920088807383
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",668.7854,12.9918505996094
"Mean Annual MWAT",80.7783,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
10%",75.7443,6.64604465286498
"Mean exceedence of MWAT - Poor",17.0983,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
10%",12.0643,41.7264159545104
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",70.5029,-1.57936765721694
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",56.8769,-0.385217900412993
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Add Flow
20%",26741.1142,-3.05786024428257
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add Flow
20%",44.1179,-4.40614807141772
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Add Flow
20%",224.4786,60.010397427639
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",247.6667,-5.66624419027669
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",154.9,-1.4202711426727
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",220.4333,11.0993665657593
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",183.9667,4.80157550252301
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",252.9333,-0.0922377559617552
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",171.8,1.43579743888241
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",59,-13.8983050847458
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",256,-30.8984375
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",249.2333,-2.23348966610803
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",252.9333,-0.0922377559617552
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",1377.9978,1.42808645993483
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",187.6871,4.72920088807383
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",668.7854,12.9918505996094
"Mean Annual MWAT",80.4449,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
20%",75.7443,6.2058795183268
"Mean exceedence of MWAT - Poor",16.7649,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
20%",12.0643,38.962890511675
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",70.5029,-1.57936765721694
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",56.8769,-0.385217900412993
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",26741.1142,-3.05786024428257
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce Tribs
4degC",44.1179,-4.40614807141772
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Reduce Tribs
4degC",224.4786,60.010397427639
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",247.6667,-5.66624419027669
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",154.9,-1.4202711426727
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",220.4333,11.0993665657593
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",183.9667,4.80157550252301
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",252.9333,-0.0922377559617552
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",171.8,1.43579743888241
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",59,-13.8983050847458
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",256,-30.8984375
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",249.2333,-2.23348966610803
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",252.9333,-0.0922377559617552
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",1377.9978,1.42808645993483
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",187.6871,4.72920088807383
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",668.7854,12.9918505996094
"Mean Annual MWAT",77.7303,"degF","Water Quality","CT","CMIP3",2070,"Reduce Tribs
4degC",75.7443,2.62197947568332
"Mean exceedence of MWAT - Poor",14.0503,"degF","Water Quality","CT","CMIP3",2070,"Reduce Tribs
4degC",12.0643,16.4617922299678
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",70.5029,-1.57936765721694
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",56.8769,-0.385217900412993
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",26741.1142,-3.05786024428257
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",44.1179,-4.40614807141772
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",224.4786,60.010397427639
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",247.6667,-5.66624419027669
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",154.9,-1.4202711426727
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",220.4333,11.0993665657593
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",183.9667,4.80157550252301
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-0.0922377559617552
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",171.8,1.43579743888241
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",59,-13.8983050847458
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",256,-30.8984375
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-1.21328575749646
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",249.2333,-2.23348966610803
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,4.65878851025063
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-0.0922377559617552
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",1377.9978,1.42808645993483
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",187.6871,4.72920088807383
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",668.7854,12.9918505996094
"Mean Annual MWAT",78.1837,"degF","Water Quality","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",75.7443,3.22057237310267
"Mean exceedence of MWAT - Poor",14.5037,"degF","Water Quality","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",12.0643,20.2199878981789
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",70.5029,-1.11328753852677
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",56.8769,-1.39599732052907
"Mean Annual Water Delivery to LKNWR",14.0619,"KAF","Ecological Resources","CT","CMIP5",2030,"Baseline",24.6143,-42.8710140040546
"Mean Annual Hydropower Generated (MW)",25991.6784,"MW","Hydropower","CT","CMIP5",2030,"Baseline",26741.1142,-2.80256011172489
"Boyle Mean Spill Volume per Year",321.0458,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",163.0602,96.8878978438638
"Copco1 Mean Spill Volume per Year",351.3173,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",186.3791,88.4960813739309
"Iron Gate Mean Spill Volume per Year",685.8091,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",533.8601,28.4623256167674
"Boyle Mean Spill Days per Year",192.9,"days","Hydropower","CT","CMIP5",2030,"Baseline",105.9,82.1529745042493
"Copco1 Mean Spill Days per Year",51.7,"days","Hydropower","CT","CMIP5",2030,"Baseline",42.8,20.7943925233645
"Iron Gate Mean Spill Days per Year",135.7333,"days","Hydropower","CT","CMIP5",2030,"Baseline",170.3333,-20.3131155211576
"Freq of UKL Flood Control Release",41.9093,"Percent of Days","Flood Control","CT","CMIP5",2030,"Baseline",44.1179,-5.00613129818055
"Mean Ann UKL Flood Control Release Volume",298.7926,"KAF","Flood Control","CT","CMIP5",2030,"Baseline",224.4786,33.1051601355318
"KenoReach Mean Ann Fishing Days",239.0333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",247.6667,-3.48589455102361
"BoyleReach Mean Ann Fishing Days",144.3,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",154.9,-6.84312459651388
"HellsCornerReach Mean Ann Fishing Days",249.3667,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",220.4333,13.1256938039761
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Fishing Days",192.4,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",183.9667,4.58414484795346
"SalmonTrinityReach Mean Ann Fishing Days",222.4333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",213.9333,3.97320099301979
"TrinityOceanReach Mean Ann Fishing Days",255.8,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",252.9333,1.13338180461015
"KenoReach Mean Ann Boating Days",183.4667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",171.8,6.79086146682188
"BoyleReach Mean Ann Boating Days",55.6333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",59,-5.70627118644068
"HellsCornerReach Mean Ann Boating Days",199.3,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",256,-22.1484375
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Boating Days",249.8667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",249.2333,0.25413939469565
"SalmonTrinityReach Mean Ann Boating Days",222.4333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",213.9333,3.97320099301979
"TrinityOceanReach Mean Ann Boating Days",255.8,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",252.9333,1.13338180461015
"Mean Project Supply (Apr-Sep)",359.0016,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",361.3104,-0.639007346591745
"Mean Annual UKL Stg and Inflow",1407.597,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",1377.9978,2.14798601274979
"Mean Annual Shasta Flow",195.5116,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",187.6871,4.16890665368051
"Mean Annual Scott Flow",738.8394,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",668.7854,10.4748100063189
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Baseline",75.7443,5.34350439571032
