"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",59,-21.0169491525424
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",256,-29.3489453125
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",249.2333,4.41353543045812
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",252.9333,8.31578918236547
"Mean Project Supply (Apr-Sep)",339.2009,"KAF","Water Delivery","HD","CMIP5",2030,"Baseline",361.3104,-6.11925369433042
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Baseline",1377.9978,-9.4587306307746
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Baseline",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Baseline",668.7854,-12.0141976783584
"Mean Annual MWAT",80.5357,"degF","Water Quality","HD","CMIP5",2030,"Baseline",75.7443,6.32575652557355
"Mean exceedence of MWAT - Poor",16.8557,"degF","Water Quality","HD","CMIP5",2030,"Baseline",12.0643,39.7155243155426
"Frequency Meeting Dry Year Fish Targets Scott",63.9956,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce ET 30%",70.5029,-9.229833099064
"Frequency Meeting Dry Year Fish Targets Shasta",51.2458,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce ET 30%",56.8769,-9.90050442270939
"Mean Annual Water Delivery to LKNWR",13.9031,"KAF","Ecological Resources","HD","CMIP5",2030,"Reduce ET 30%",24.6143,-43.5161674311274
"Mean Annual Hydropower Generated (MW)",23474.2121,"MW","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",26741.1142,-12.2167762927395
"Boyle Mean Spill Volume per Year",184.1748,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",163.0602,12.948959954667
"Copco1 Mean Spill Volume per Year",204.3828,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",186.3791,9.65972043002676
"Iron Gate Mean Spill Volume per Year",459.9391,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",533.8601,-13.8465114736988
"Boyle Mean Spill Days per Year",157,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",105.9,48.2530689329556
"Copco1 Mean Spill Days per Year",37.2667,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",42.8,-12.9282710280374
"Iron Gate Mean Spill Days per Year",116.5333,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 30%",170.3333,-31.5851333826093
"Freq of UKL Flood Control Release",37.3734,"Percent of Days","Flood Control","HD","CMIP5",2030,"Reduce ET 30%",44.1179,-15.2874456853114
"Mean Ann UKL Flood Control Release Volume",215.9935,"KAF","Flood Control","HD","CMIP5",2030,"Reduce ET 30%",224.4786,-3.7799148783002
"KenoReach Mean Ann Fishing Days",265.9333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",247.6667,7.37547680007041
"BoyleReach Mean Ann Fishing Days",193.0667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",154.9,24.6395739186572
"HellsCornerReach Mean Ann Fishing Days",270.9333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",220.4333,22.9094243020451
"IGScottReach Mean Ann Fishing Days",287.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",274.7333,4.54986708928259
"ScottSalmonReach Mean Ann Fishing Days",210.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",183.9667,14.2960655379479
"SalmonTrinityReach Mean Ann Fishing Days",242.3,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",213.9333,13.2596000716111
"TrinityOceanReach Mean Ann Fishing Days",273.7333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 30%",252.9333,8.22351189028886
"KenoReach Mean Ann Boating Days",153.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",171.8,-10.9235739231665
"BoyleReach Mean Ann Boating Days",47.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",59,-20.2825423728814
"HellsCornerReach Mean Ann Boating Days",182.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",256,-28.8932421875
"IGScottReach Mean Ann Boating Days",287.2333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",274.7333,4.54986708928259
"ScottSalmonReach Mean Ann Boating Days",260.7667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",249.2333,4.62755177578598
"SalmonTrinityReach Mean Ann Boating Days",242.3,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",213.9333,13.2596000716111
"TrinityOceanReach Mean Ann Boating Days",273.7333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 30%",252.9333,8.22351189028886
"Mean Project Supply (Apr-Sep)",340.6088,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce ET 30%",361.3104,-5.72958874142567
"Mean Annual UKL Stg and Inflow",1254.6907,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce ET 30%",1377.9978,-8.9482798884004
"Mean Annual Shasta Flow",173.8419,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce ET 30%",187.6871,-7.37674565806599
"Mean Annual Scott Flow",589.9414,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce ET 30%",668.7854,-11.7891329565508
"Mean Annual MWAT",80.5357,"degF","Water Quality","HD","CMIP5",2030,"Reduce ET 30%",75.7443,6.32575652557355
"Mean exceedence of MWAT - Poor",16.8557,"degF","Water Quality","HD","CMIP5",2030,"Reduce ET 30%",12.0643,39.7155243155426
"Frequency Meeting Dry Year Fish Targets Scott",63.083,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce ET 50%",70.5029,-10.5242479387373
"Frequency Meeting Dry Year Fish Targets Shasta",50.5795,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce ET 50%",56.8769,-11.0719817711584
"Mean Annual Water Delivery to LKNWR",15.2415,"KAF","Ecological Resources","HD","CMIP5",2030,"Reduce ET 50%",24.6143,-38.0786778417424
"Mean Annual Hydropower Generated (MW)",23568.7151,"MW","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",26741.1142,-11.8633766576562
"Boyle Mean Spill Volume per Year",184.7881,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",163.0602,13.3250787132605
"Copco1 Mean Spill Volume per Year",205.1439,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",186.3791,10.0680816679553
"Iron Gate Mean Spill Volume per Year",462.8315,"KAF","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",533.8601,-13.3047215927918
"Boyle Mean Spill Days per Year",157.1,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",105.9,48.3474976392823
"Copco1 Mean Spill Days per Year",37.5667,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",42.8,-12.2273364485981
"Iron Gate Mean Spill Days per Year",117.3333,"days","Hydropower","HD","CMIP5",2030,"Reduce ET 50%",170.3333,-31.1154659717155
"Freq of UKL Flood Control Release",37.6198,"Percent of Days","Flood Control","HD","CMIP5",2030,"Reduce ET 50%",44.1179,-14.7289422207313
"Mean Ann UKL Flood Control Release Volume",217.2388,"KAF","Flood Control","HD","CMIP5",2030,"Reduce ET 50%",224.4786,-3.22516266583986
"KenoReach Mean Ann Fishing Days",265.4,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",247.6667,7.16014708477158
"BoyleReach Mean Ann Fishing Days",192.1,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",154.9,24.015493867011
"HellsCornerReach Mean Ann Fishing Days",270.0333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",220.4333,22.5011375323057
"IGScottReach Mean Ann Fishing Days",286.7,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",274.7333,4.35575155978544
"ScottSalmonReach Mean Ann Fishing Days",210.7333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",183.9667,14.5496983965033
"SalmonTrinityReach Mean Ann Fishing Days",242.5,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",213.9333,13.3530871537998
"TrinityOceanReach Mean Ann Fishing Days",273.7333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce ET 50%",252.9333,8.22351189028886
"KenoReach Mean Ann Boating Days",153.9,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",171.8,-10.419091967404
"BoyleReach Mean Ann Boating Days",47.4333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",59,-19.6045762711864
"HellsCornerReach Mean Ann Boating Days",182.9667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",256,-28.5286328125
"IGScottReach Mean Ann Boating Days",286.7,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",274.7333,4.35575155978544
"ScottSalmonReach Mean Ann Boating Days",261.2667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",249.2333,4.82816702262499
"SalmonTrinityReach Mean Ann Boating Days",242.5,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",213.9333,13.3530871537998
"TrinityOceanReach Mean Ann Boating Days",273.7333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce ET 50%",252.9333,8.22351189028886
"Mean Project Supply (Apr-Sep)",341.8316,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce ET 50%",361.3104,-5.39115397730041
"Mean Annual UKL Stg and Inflow",1259.8615,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce ET 50%",1377.9978,-8.57303981181974
"Mean Annual Shasta Flow",174.603,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce ET 50%",187.6871,-6.97123030831633
"Mean Annual Scott Flow",591.2283,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce ET 50%",668.7854,-11.5967094975458
"Mean Annual MWAT",80.5409,"degF","Water Quality","HD","CMIP5",2030,"Reduce ET 50%",75.7443,6.33262172863172
"Mean exceedence of MWAT - Poor",16.8609,"degF","Water Quality","HD","CMIP5",2030,"Reduce ET 50%",12.0643,39.7586266919755
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add 30KAF",70.5029,-8.44022018952411
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add 30KAF",56.8769,-8.63285446288388
"Mean Annual Water Delivery to LKNWR",12.5279,"KAF","Ecological Resources","HD","CMIP5",2030,"Add 30KAF",24.6143,-49.1031636081465
"Mean Annual Hydropower Generated (MW)",23724.9525,"MW","Hydropower","HD","CMIP5",2030,"Add 30KAF",26741.1142,-11.2791175320586
"Boyle Mean Spill Volume per Year",190.2479,"KAF","Hydropower","HD","CMIP5",2030,"Add 30KAF",163.0602,16.6734126414661
"Copco1 Mean Spill Volume per Year",211.7199,"KAF","Hydropower","HD","CMIP5",2030,"Add 30KAF",186.3791,13.5963742715787
"Iron Gate Mean Spill Volume per Year",473.931,"KAF","Hydropower","HD","CMIP5",2030,"Add 30KAF",533.8601,-11.2256188465855
"Boyle Mean Spill Days per Year",158,"days","Hydropower","HD","CMIP5",2030,"Add 30KAF",105.9,49.1973559962228
"Copco1 Mean Spill Days per Year",38.2333,"days","Hydropower","HD","CMIP5",2030,"Add 30KAF",42.8,-10.6698598130841
"Iron Gate Mean Spill Days per Year",119.4,"days","Hydropower","HD","CMIP5",2030,"Add 30KAF",170.3333,-29.9021389240976
"Freq of UKL Flood Control Release",39.801,"Percent of Days","Flood Control","HD","CMIP5",2030,"Add 30KAF",44.1179,-9.78491723314119
"Mean Ann UKL Flood Control Release Volume",224.9691,"KAF","Flood Control","HD","CMIP5",2030,"Add 30KAF",224.4786,0.218506352053157
"KenoReach Mean Ann Fishing Days",262.6667,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",247.6667,6.05652677570299
"BoyleReach Mean Ann Fishing Days",190.4667,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",154.9,22.9610716591349
"HellsCornerReach Mean Ann Fishing Days",267.8,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",220.4333,21.4879965957956
"IGScottReach Mean Ann Fishing Days",286.6667,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",274.7333,4.34363071385959
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",183.9667,14.2779100782913
"SalmonTrinityReach Mean Ann Fishing Days",241.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",213.9333,13.1038038491436
"TrinityOceanReach Mean Ann Fishing Days",273.7,"days","Recreation Fishing","HD","CMIP5",2030,"Add 30KAF",252.9333,8.21034636404142
"KenoReach Mean Ann Boating Days",154.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",171.8,-10.0504656577416
"BoyleReach Mean Ann Boating Days",47.6333,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",59,-19.265593220339
"HellsCornerReach Mean Ann Boating Days",182.5667,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",256,-28.6848828125
"IGScottReach Mean Ann Boating Days",286.6667,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",274.7333,4.34363071385959
"ScottSalmonReach Mean Ann Boating Days",260.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",249.2333,4.53390457856153
"SalmonTrinityReach Mean Ann Boating Days",241.9667,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",213.9333,13.1038038491436
"TrinityOceanReach Mean Ann Boating Days",273.7,"days","Recreation Boating","HD","CMIP5",2030,"Add 30KAF",252.9333,8.21034636404142
"Mean Project Supply (Apr-Sep)",345.5461,"KAF","Water Delivery","HD","CMIP5",2030,"Add 30KAF",361.3104,-4.36309057253818
"Mean Annual UKL Stg and Inflow",1270.2047,"KAF","Water Delivery","HD","CMIP5",2030,"Add 30KAF",1377.9978,-7.82244354816823
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Add 30KAF",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Add 30KAF",668.7854,-12.0141976783584
"Mean Annual MWAT",80.5391,"degF","Water Quality","HD","CMIP5",2030,"Add 30KAF",75.7443,6.33024531218852
"Mean exceedence of MWAT - Poor",16.8591,"degF","Water Quality","HD","CMIP5",2030,"Add 30KAF",12.0643,39.7437066385949
"Frequency Meeting Dry Year Fish Targets Scott",58.2185,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline",70.5029,-17.4239641206248
"Frequency Meeting Dry Year Fish Targets Shasta",46.8833,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline",56.8769,-17.5705778620143
"Mean Annual Water Delivery to LKNWR",10.9939,"KAF","Ecological Resources","HD","CMIP5",2070,"Baseline",24.6143,-55.3353132122384
"Mean Annual Hydropower Generated (MW)",22714.8808,"MW","Hydropower","HD","CMIP5",2070,"Baseline",26741.1142,-15.0563412200678
"Boyle Mean Spill Volume per Year",251.7423,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",163.0602,54.3861101605419
"Copco1 Mean Spill Volume per Year",257.5221,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",186.3791,38.1711254105208
"Iron Gate Mean Spill Volume per Year",505.8834,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",533.8601,-5.24045531778831
"Boyle Mean Spill Days per Year",176.4333,"days","Hydropower","HD","CMIP5",2070,"Baseline",105.9,66.6036827195467
"Copco1 Mean Spill Days per Year",38.0333,"days","Hydropower","HD","CMIP5",2070,"Baseline",42.8,-11.1371495327103
"Iron Gate Mean Spill Days per Year",121.4,"days","Hydropower","HD","CMIP5",2070,"Baseline",170.3333,-28.7279703968631
"Freq of UKL Flood Control Release",36.479,"Percent of Days","Flood Control","HD","CMIP5",2070,"Baseline",44.1179,-17.3147407288198
"Mean Ann UKL Flood Control Release Volume",249.4562,"KAF","Flood Control","HD","CMIP5",2070,"Baseline",224.4786,11.1269403854087
"KenoReach Mean Ann Fishing Days",253.7667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",247.6667,2.46298755545255
"BoyleReach Mean Ann Fishing Days",194.6667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",154.9,25.6724983860555
"HellsCornerReach Mean Ann Fishing Days",263.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",220.4333,19.537293140374
"IGScottReach Mean Ann Fishing Days",280.4,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",274.7333,2.06261854678701
"ScottSalmonReach Mean Ann Fishing Days",211.2667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",183.9667,14.8396421743718
"SalmonTrinityReach Mean Ann Fishing Days",246.1667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",213.9333,15.0670325751063
"TrinityOceanReach Mean Ann Fishing Days",279.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",252.9333,10.5034410257566
"KenoReach Mean Ann Boating Days",140.9333,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",171.8,-17.9666472642608
"BoyleReach Mean Ann Boating Days",44.8667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",59,-23.9547457627119
"HellsCornerReach Mean Ann Boating Days",163.5667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",256,-36.1067578125
"IGScottReach Mean Ann Boating Days",280.4,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",274.7333,2.06261854678701
"ScottSalmonReach Mean Ann Boating Days",257.7667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",249.2333,3.42386029475194
"SalmonTrinityReach Mean Ann Boating Days",246.1667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",213.9333,15.0670325751063
"TrinityOceanReach Mean Ann Boating Days",279.5,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",252.9333,10.5034410257566
"Mean Project Supply (Apr-Sep)",321.1393,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline",361.3104,-11.1181687546221
"Mean Annual UKL Stg and Inflow",1214.6988,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline",1377.9978,-11.8504543330911
"Mean Annual Shasta Flow",164.3148,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline",187.6871,-12.4528004322087
"Mean Annual Scott Flow",563.7812,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline",668.7854,-15.7007315052033
"Mean Annual MWAT",83.1843,"degF","Water Quality","HD","CMIP5",2070,"Baseline",75.7443,9.82252129863237
"Mean exceedence of MWAT - Poor",19.5043,"degF","Water Quality","HD","CMIP5",2070,"Baseline",12.0643,61.6695539732931
"Frequency Meeting Dry Year Fish Targets Scott",57.1781,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce ET 30%",70.5029,-18.8996480995817
"Frequency Meeting Dry Year Fish Targets Shasta",46.3083,"% of Days","Ecological Resources","HD","CMIP5",2070,"Reduce ET 30%",56.8769,-18.5815331004327
"Mean Annual Water Delivery to LKNWR",13.6222,"KAF","Ecological Resources","HD","CMIP5",2070,"Reduce ET 30%",24.6143,-44.6573739655404
"Mean Annual Hydropower Generated (MW)",22967.2874,"MW","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",26741.1142,-14.1124516045782
"Boyle Mean Spill Volume per Year",255.7227,"KAF","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",163.0602,56.8271718052596
"Copco1 Mean Spill Volume per Year",261.4338,"KAF","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",186.3791,40.2699122380138
"Iron Gate Mean Spill Volume per Year",513.4298,"KAF","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",533.8601,-3.82690146725706
"Boyle Mean Spill Days per Year",177.7,"days","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",105.9,67.7998111425873
"Copco1 Mean Spill Days per Year",38.7,"days","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",42.8,-9.57943925233644
"Iron Gate Mean Spill Days per Year",123.1,"days","Hydropower","HD","CMIP5",2070,"Reduce ET 30%",170.3333,-27.7299271487137
"Freq of UKL Flood Control Release",35.5389,"Percent of Days","Flood Control","HD","CMIP5",2070,"Reduce ET 30%",44.1179,-19.4456218451014
"Mean Ann UKL Flood Control Release Volume",253.2138,"KAF","Flood Control","HD","CMIP5",2070,"Reduce ET 30%",224.4786,12.800863868538
"KenoReach Mean Ann Fishing Days",252.8667,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce ET 30%",247.6667,2.09959594891038
"BoyleReach Mean Ann Fishing Days",193.3,"days","Recreation Fishing","HD","CMIP5",2070,"Reduce ET 30%",154.9,24.7901872175597
